date,text,url,t1_date,ret_1d,ret_3d,ret_5d,vix,label,text_clean,score_vader,score_finbert
2016-04-27,"Information received since the Federal Open Market Committee met in March indicates that labor market conditions have improved further even as growth in economic activity appears to have slowed. Growth in household spending has moderated, although households' real income has risen at a solid rate and consumer sentiment remains high. Since the beginning of the year, the housing sector has improved further but business fixed investment and net exports have been soft. A range of recent indicators, including strong job gains, points to additional strengthening of the labor market. Inflation has continued to run below the Committee's 2 percent longer-run objective, partly reflecting earlier declines in energy prices and falling prices of non-energy imports. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed, on balance, in recent months. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee currently expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market indicators will continue to strengthen. Inflation is expected to remain low in the near term, in part because of earlier declines in energy prices, but to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further. The Committee continues to closely monitor inflation indicators and global economic and financial developments. Against this backdrop, the Committee decided to maintain the target range for the federal funds rate at 1/4 to 1/2 percent. The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction, and it anticipates doing so until normalization of the level of the federal funds rate is well under way. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions. Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; James Bullard; Stanley Fischer; Loretta J. Mester; Jerome H. Powell; Eric Rosengren; and Daniel K. Tarullo. Voting against the action was Esther L. George, who preferred at this meeting to raise the target range for the federal funds rate to 1/2 to 3/4 percent. Implementation Note issued April 27, 2016",https://www.federalreserve.gov/newsevents/pressreleases/monetary20160427a.htm,2016-04-28,-0.00927371089912,-0.006569992362995,-0.021239164432787,13.77,0,information received since the federal open market committee met in march indicates that labor market conditions have improved further even as growth in economic activity appears to have slowed  growth in household spending has moderated  although households  real income has risen at a solid rate and consumer sentiment remains high  since the beginning of the year  the housing sector has improved further but business fixed investment and net exports have been soft  a range of recent indicators  including strong job gains  points to additional strengthening of the labor market  inflation has continued to run below the committee s 2 percent longer run objective  partly reflecting earlier declines in energy prices and falling prices of non energy imports  market based measures of inflation compensation remain low  survey based measures of longer term inflation expectations are little changed  on balance  in recent months  consistent with its statutory mandate  the committee seeks to foster maximum employment and price stability  the committee currently expects that  with gradual adjustments in the stance of monetary policy  economic activity will expand at a moderate pace and labor market indicators will continue to strengthen  inflation is expected to remain low in the near term  in part because of earlier declines in energy prices  but to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further  the committee continues to closely monitor inflation indicators and global economic and financial developments  against this backdrop  the committee decided to maintain the target range for the federal funds rate at 1 4 to 1 2 percent  the stance of monetary policy remains accommodative  thereby supporting further improvement in labor market conditions and a return to 2 percent inflation  in determining the timing and size of future adjustments to the target range for the federal funds rate  the committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation  this assessment will take into account a wide range of information  including measures of labor market conditions  indicators of inflation pressures and inflation expectations  and readings on financial and international developments  in light of the current shortfall of inflation from 2 percent  the committee will carefully monitor actual and expected progress toward its inflation goal  the committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate  the federal funds rate is likely to remain  for some time  below levels that are expected to prevail in the longer run  however  the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data  the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities and of rolling over maturing treasury securities at auction  and it anticipates doing so until normalization of the level of the federal funds rate is well under way  this policy  by keeping the committee s holdings of longer term securities at sizable levels  should help maintain accommodative financial conditions  voting for the fomc monetary policy action were  janet l  yellen  chair  william c  dudley  vice chairman  lael brainard  james bullard  stanley fischer  loretta j  mester  jerome h  powell  eric rosengren  and daniel k  tarullo  voting against the action was esther l  george  who preferred at this meeting to raise the target range for the federal funds rate to 1 2 to 3 4 percent  implementation note issued april 27  2016,0.9964,0.9520542621612549
2016-06-15,"Information received since the Federal Open Market Committee met in April indicates that the pace of improvement in the labor market has slowed while growth in economic activity appears to have picked up. Although the unemployment rate has declined, job gains have diminished. Growth in household spending has strengthened. Since the beginning of the year, the housing sector has continued to improve and the drag from net exports appears to have lessened, but business fixed investment has been soft. Inflation has continued to run below the Committee's 2 percent longer-run objective, partly reflecting earlier declines in energy prices and in prices of non-energy imports. Market-based measures of inflation compensation declined; most survey-based measures of longer-term inflation expectations are little changed, on balance, in recent months. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee currently expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market indicators will strengthen. Inflation is expected to remain low in the near term, in part because of earlier declines in energy prices, but to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further. The Committee continues to closely monitor inflation indicators and global economic and financial developments. Against this backdrop, the Committee decided to maintain the target range for the federal funds rate at 1/4 to 1/2 percent. The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction, and it anticipates doing so until normalization of the level of the federal funds rate is well under way. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions. Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; James Bullard; Stanley Fischer; Esther L. George; Loretta J. Mester; Jerome H. Powell; Eric Rosengren; and Daniel K. Tarullo. Implementation Note issued June 15, 2016",https://www.federalreserve.gov/newsevents/pressreleases/monetary20160615a.htm,2016-06-16,0.0031280978105988,0.0056561917448595,0.0067116767662052,20.14,1,information received since the federal open market committee met in april indicates that the pace of improvement in the labor market has slowed while growth in economic activity appears to have picked up  although the unemployment rate has declined  job gains have diminished  growth in household spending has strengthened  since the beginning of the year  the housing sector has continued to improve and the drag from net exports appears to have lessened  but business fixed investment has been soft  inflation has continued to run below the committee s 2 percent longer run objective  partly reflecting earlier declines in energy prices and in prices of non energy imports  market based measures of inflation compensation declined  most survey based measures of longer term inflation expectations are little changed  on balance  in recent months  consistent with its statutory mandate  the committee seeks to foster maximum employment and price stability  the committee currently expects that  with gradual adjustments in the stance of monetary policy  economic activity will expand at a moderate pace and labor market indicators will strengthen  inflation is expected to remain low in the near term  in part because of earlier declines in energy prices  but to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further  the committee continues to closely monitor inflation indicators and global economic and financial developments  against this backdrop  the committee decided to maintain the target range for the federal funds rate at 1 4 to 1 2 percent  the stance of monetary policy remains accommodative  thereby supporting further improvement in labor market conditions and a return to 2 percent inflation  in determining the timing and size of future adjustments to the target range for the federal funds rate  the committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation  this assessment will take into account a wide range of information  including measures of labor market conditions  indicators of inflation pressures and inflation expectations  and readings on financial and international developments  in light of the current shortfall of inflation from 2 percent  the committee will carefully monitor actual and expected progress toward its inflation goal  the committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate  the federal funds rate is likely to remain  for some time  below levels that are expected to prevail in the longer run  however  the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data  the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities and of rolling over maturing treasury securities at auction  and it anticipates doing so until normalization of the level of the federal funds rate is well under way  this policy  by keeping the committee s holdings of longer term securities at sizable levels  should help maintain accommodative financial conditions  voting for the fomc monetary policy action were  janet l  yellen  chair  william c  dudley  vice chairman  lael brainard  james bullard  stanley fischer  esther l  george  loretta j  mester  jerome h  powell  eric rosengren  and daniel k  tarullo  implementation note issued june 15  2016,0.9951,0.8093278408050537
2016-07-27,"Information received since the Federal Open Market Committee met in June indicates that the labor market strengthened and that economic activity has been expanding at a moderate rate. Job gains were strong in June following weak growth in May. On balance, payrolls and other labor market indicators point to some increase in labor utilization in recent months. Household spending has been growing strongly but business fixed investment has been soft. Inflation has continued to run below the Committee's 2 percent longer-run objective, partly reflecting earlier declines in energy prices and in prices of non-energy imports. Market-based measures of inflation compensation remain low; most survey-based measures of longer-term inflation expectations are little changed, on balance, in recent months. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee currently expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market indicators will strengthen. Inflation is expected to remain low in the near term, in part because of earlier declines in energy prices, but to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further. Near-term risks to the economic outlook have diminished. The Committee continues to closely monitor inflation indicators and global economic and financial developments. Against this backdrop, the Committee decided to maintain the target range for the federal funds rate at 1/4 to 1/2 percent. The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction, and it anticipates doing so until normalization of the level of the federal funds rate is well under way. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions. Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; James Bullard; Stanley Fischer; Loretta J. Mester; Jerome H. Powell; Eric Rosengren; and Daniel K. Tarullo. Voting against the action was Esther L. George, who preferred at this meeting to raise the target range for the federal funds rate to 1/2 to 3/4 percent. Implementation Note issued July 27, 2016",https://www.federalreserve.gov/newsevents/pressreleases/monetary20160727a.htm,2016-07-28,0.0016049295062452,0.0019643019904741,-0.001288573672018,12.83,1,information received since the federal open market committee met in june indicates that the labor market strengthened and that economic activity has been expanding at a moderate rate  job gains were strong in june following weak growth in may  on balance  payrolls and other labor market indicators point to some increase in labor utilization in recent months  household spending has been growing strongly but business fixed investment has been soft  inflation has continued to run below the committee s 2 percent longer run objective  partly reflecting earlier declines in energy prices and in prices of non energy imports  market based measures of inflation compensation remain low  most survey based measures of longer term inflation expectations are little changed  on balance  in recent months  consistent with its statutory mandate  the committee seeks to foster maximum employment and price stability  the committee currently expects that  with gradual adjustments in the stance of monetary policy  economic activity will expand at a moderate pace and labor market indicators will strengthen  inflation is expected to remain low in the near term  in part because of earlier declines in energy prices  but to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further  near term risks to the economic outlook have diminished  the committee continues to closely monitor inflation indicators and global economic and financial developments  against this backdrop  the committee decided to maintain the target range for the federal funds rate at 1 4 to 1 2 percent  the stance of monetary policy remains accommodative  thereby supporting further improvement in labor market conditions and a return to 2 percent inflation  in determining the timing and size of future adjustments to the target range for the federal funds rate  the committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation  this assessment will take into account a wide range of information  including measures of labor market conditions  indicators of inflation pressures and inflation expectations  and readings on financial and international developments  in light of the current shortfall of inflation from 2 percent  the committee will carefully monitor actual and expected progress toward its inflation goal  the committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate  the federal funds rate is likely to remain  for some time  below levels that are expected to prevail in the longer run  however  the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data  the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities and of rolling over maturing treasury securities at auction  and it anticipates doing so until normalization of the level of the federal funds rate is well under way  this policy  by keeping the committee s holdings of longer term securities at sizable levels  should help maintain accommodative financial conditions  voting for the fomc monetary policy action were  janet l  yellen  chair  william c  dudley  vice chairman  lael brainard  james bullard  stanley fischer  loretta j  mester  jerome h  powell  eric rosengren  and daniel k  tarullo  voting against the action was esther l  george  who preferred at this meeting to raise the target range for the federal funds rate to 1 2 to 3 4 percent  implementation note issued july 27  2016,0.9942,-0.5685028433799744
2016-09-21,"Information received since the Federal Open Market Committee met in July indicates that the labor market has continued to strengthen and growth of economic activity has picked up from the modest pace seen in the first half of this year. Although the unemployment rate is little changed in recent months, job gains have been solid, on average. Household spending has been growing strongly but business fixed investment has remained soft. Inflation has continued to run below the Committee's 2 percent longer-run objective, partly reflecting earlier declines in energy prices and in prices of non-energy imports. Market-based measures of inflation compensation remain low; most survey-based measures of longer-term inflation expectations are little changed, on balance, in recent months. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market conditions will strengthen somewhat further. Inflation is expected to remain low in the near term, in part because of earlier declines in energy prices, but to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further. Near-term risks to the economic outlook appear roughly balanced. The Committee continues to closely monitor inflation indicators and global economic and financial developments. Against this backdrop, the Committee decided to maintain the target range for the federal funds rate at 1/4 to 1/2 percent. The Committee judges that the case for an increase in the federal funds rate has strengthened but decided, for the time being, to wait for further evidence of continued progress toward its objectives. The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction, and it anticipates doing so until normalization of the level of the federal funds rate is well under way. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions. Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; James Bullard; Stanley Fischer; Jerome H. Powell; and Daniel K. Tarullo. Voting against the action were: Esther L. George, Loretta J. Mester, and Eric Rosengren, each of whom preferred at this meeting to raise the target range for the federal funds rate to 1/2 to 3/4 percent. Implementation Note issued September 21, 2016",https://www.federalreserve.gov/newsevents/pressreleases/monetary20160921a.htm,2016-09-22,0.0064788374909876,-0.0078993824888278,0.0038066808147837,13.3,1,information received since the federal open market committee met in july indicates that the labor market has continued to strengthen and growth of economic activity has picked up from the modest pace seen in the first half of this year  although the unemployment rate is little changed in recent months  job gains have been solid  on average  household spending has been growing strongly but business fixed investment has remained soft  inflation has continued to run below the committee s 2 percent longer run objective  partly reflecting earlier declines in energy prices and in prices of non energy imports  market based measures of inflation compensation remain low  most survey based measures of longer term inflation expectations are little changed  on balance  in recent months  consistent with its statutory mandate  the committee seeks to foster maximum employment and price stability  the committee expects that  with gradual adjustments in the stance of monetary policy  economic activity will expand at a moderate pace and labor market conditions will strengthen somewhat further  inflation is expected to remain low in the near term  in part because of earlier declines in energy prices  but to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further  near term risks to the economic outlook appear roughly balanced  the committee continues to closely monitor inflation indicators and global economic and financial developments  against this backdrop  the committee decided to maintain the target range for the federal funds rate at 1 4 to 1 2 percent  the committee judges that the case for an increase in the federal funds rate has strengthened but decided  for the time being  to wait for further evidence of continued progress toward its objectives  the stance of monetary policy remains accommodative  thereby supporting further improvement in labor market conditions and a return to 2 percent inflation  in determining the timing and size of future adjustments to the target range for the federal funds rate  the committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation  this assessment will take into account a wide range of information  including measures of labor market conditions  indicators of inflation pressures and inflation expectations  and readings on financial and international developments  in light of the current shortfall of inflation from 2 percent  the committee will carefully monitor actual and expected progress toward its inflation goal  the committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate  the federal funds rate is likely to remain  for some time  below levels that are expected to prevail in the longer run  however  the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data  the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities and of rolling over maturing treasury securities at auction  and it anticipates doing so until normalization of the level of the federal funds rate is well under way  this policy  by keeping the committee s holdings of longer term securities at sizable levels  should help maintain accommodative financial conditions  voting for the fomc monetary policy action were  janet l  yellen  chair  william c  dudley  vice chairman  lael brainard  james bullard  stanley fischer  jerome h  powell  and daniel k  tarullo  voting against the action were  esther l  george  loretta j  mester  and eric rosengren  each of whom preferred at this meeting to raise the target range for the federal funds rate to 1 2 to 3 4 percent  implementation note issued september 21  2016,0.9957,0.5697290897369385
2016-11-02,"Information received since the Federal Open Market Committee met in September indicates that the labor market has continued to strengthen and growth of economic activity has picked up from the modest pace seen in the first half of this year. Although the unemployment rate is little changed in recent months, job gains have been solid. Household spending has been rising moderately but business fixed investment has remained soft. Inflation has increased somewhat since earlier this year but is still below the Committee's 2 percent longer-run objective, partly reflecting earlier declines in energy prices and in prices of non-energy imports. Market-based measures of inflation compensation have moved up but remain low; most survey-based measures of longer-term inflation expectations are little changed, on balance, in recent months. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market conditions will strengthen somewhat further. Inflation is expected to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further. Near-term risks to the economic outlook appear roughly balanced. The Committee continues to closely monitor inflation indicators and global economic and financial developments. Against this backdrop, the Committee decided to maintain the target range for the federal funds rate at 1/4 to 1/2 percent. The Committee judges that the case for an increase in the federal funds rate has continued to strengthen but decided, for the time being, to wait for some further evidence of continued progress toward its objectives. The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction, and it anticipates doing so until normalization of the level of the federal funds rate is well under way. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions. Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; James Bullard; Stanley Fischer; Jerome H. Powell; Eric Rosengren; and Daniel K. Tarullo. Voting against the action were: Esther L. George and Loretta J. Mester, each of whom preferred at this meeting to raise the target range for the federal funds rate to 1/2 to 3/4 percent. Implementation Note issued November 2, 2016",https://www.federalreserve.gov/newsevents/pressreleases/monetary20161102a.htm,2016-11-03,-0.0044331988718818,0.0158794293429174,0.0306604322684835,19.32,0,information received since the federal open market committee met in september indicates that the labor market has continued to strengthen and growth of economic activity has picked up from the modest pace seen in the first half of this year  although the unemployment rate is little changed in recent months  job gains have been solid  household spending has been rising moderately but business fixed investment has remained soft  inflation has increased somewhat since earlier this year but is still below the committee s 2 percent longer run objective  partly reflecting earlier declines in energy prices and in prices of non energy imports  market based measures of inflation compensation have moved up but remain low  most survey based measures of longer term inflation expectations are little changed  on balance  in recent months  consistent with its statutory mandate  the committee seeks to foster maximum employment and price stability  the committee expects that  with gradual adjustments in the stance of monetary policy  economic activity will expand at a moderate pace and labor market conditions will strengthen somewhat further  inflation is expected to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further  near term risks to the economic outlook appear roughly balanced  the committee continues to closely monitor inflation indicators and global economic and financial developments  against this backdrop  the committee decided to maintain the target range for the federal funds rate at 1 4 to 1 2 percent  the committee judges that the case for an increase in the federal funds rate has continued to strengthen but decided  for the time being  to wait for some further evidence of continued progress toward its objectives  the stance of monetary policy remains accommodative  thereby supporting further improvement in labor market conditions and a return to 2 percent inflation  in determining the timing and size of future adjustments to the target range for the federal funds rate  the committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation  this assessment will take into account a wide range of information  including measures of labor market conditions  indicators of inflation pressures and inflation expectations  and readings on financial and international developments  in light of the current shortfall of inflation from 2 percent  the committee will carefully monitor actual and expected progress toward its inflation goal  the committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate  the federal funds rate is likely to remain  for some time  below levels that are expected to prevail in the longer run  however  the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data  the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities and of rolling over maturing treasury securities at auction  and it anticipates doing so until normalization of the level of the federal funds rate is well under way  this policy  by keeping the committee s holdings of longer term securities at sizable levels  should help maintain accommodative financial conditions  voting for the fomc monetary policy action were  janet l  yellen  chair  william c  dudley  vice chairman  lael brainard  james bullard  stanley fischer  jerome h  powell  eric rosengren  and daniel k  tarullo  voting against the action were  esther l  george and loretta j  mester  each of whom preferred at this meeting to raise the target range for the federal funds rate to 1 2 to 3 4 percent  implementation note issued november 2  2016,0.9957,0.7693102359771729
2016-12-14,"Information received since the Federal Open Market Committee met in November indicates that the labor market has continued to strengthen and that economic activity has been expanding at a moderate pace since mid-year. Job gains have been solid in recent months and the unemployment rate has declined. Household spending has been rising moderately but business fixed investment has remained soft. Inflation has increased since earlier this year but is still below the Committee's 2 percent longer-run objective, partly reflecting earlier declines in energy prices and in prices of non-energy imports. Market-based measures of inflation compensation have moved up considerably but still are low; most survey-based measures of longer-term inflation expectations are little changed, on balance, in recent months. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market conditions will strengthen somewhat further. Inflation is expected to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further. Near-term risks to the economic outlook appear roughly balanced. The Committee continues to closely monitor inflation indicators and global economic and financial developments. In view of realized and expected labor market conditions and inflation, the Committee decided to raise the target range for the federal funds rate to 1/2 to 3/4 percent. The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a return to 2 percent inflation. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction, and it anticipates doing so until normalization of the level of the federal funds rate is well under way. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions. Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; James Bullard; Stanley Fischer; Esther L. George; Loretta J. Mester; Jerome H. Powell; Eric Rosengren; and Daniel K. Tarullo. Implementation Note issued December 14, 2016",https://www.federalreserve.gov/newsevents/pressreleases/monetary20161214a.htm,2016-12-15,0.0038757077378476,0.0040967237049407,0.0052672935084807,13.19,1,information received since the federal open market committee met in november indicates that the labor market has continued to strengthen and that economic activity has been expanding at a moderate pace since mid year  job gains have been solid in recent months and the unemployment rate has declined  household spending has been rising moderately but business fixed investment has remained soft  inflation has increased since earlier this year but is still below the committee s 2 percent longer run objective  partly reflecting earlier declines in energy prices and in prices of non energy imports  market based measures of inflation compensation have moved up considerably but still are low  most survey based measures of longer term inflation expectations are little changed  on balance  in recent months  consistent with its statutory mandate  the committee seeks to foster maximum employment and price stability  the committee expects that  with gradual adjustments in the stance of monetary policy  economic activity will expand at a moderate pace and labor market conditions will strengthen somewhat further  inflation is expected to rise to 2 percent over the medium term as the transitory effects of past declines in energy and import prices dissipate and the labor market strengthens further  near term risks to the economic outlook appear roughly balanced  the committee continues to closely monitor inflation indicators and global economic and financial developments  in view of realized and expected labor market conditions and inflation  the committee decided to raise the target range for the federal funds rate to 1 2 to 3 4 percent  the stance of monetary policy remains accommodative  thereby supporting some further strengthening in labor market conditions and a return to 2 percent inflation  in determining the timing and size of future adjustments to the target range for the federal funds rate  the committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation  this assessment will take into account a wide range of information  including measures of labor market conditions  indicators of inflation pressures and inflation expectations  and readings on financial and international developments  in light of the current shortfall of inflation from 2 percent  the committee will carefully monitor actual and expected progress toward its inflation goal  the committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate  the federal funds rate is likely to remain  for some time  below levels that are expected to prevail in the longer run  however  the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data  the committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities and of rolling over maturing treasury securities at auction  and it anticipates doing so until normalization of the level of the federal funds rate is well under way  this policy  by keeping the committee s holdings of longer term securities at sizable levels  should help maintain accommodative financial conditions  voting for the fomc monetary policy action were  janet l  yellen  chair  william c  dudley  vice chairman  lael brainard  james bullard  stanley fischer  esther l  george  loretta j  mester  jerome h  powell  eric rosengren  and daniel k  tarullo  implementation note issued december 14  2016,0.994,0.8347128033638
